DocID,FilerName,MemberName,State,District,Year,Destination,FilingType,DepartureDate,ReturnDate,TravelSponsor
500012588,Michele Bachmann,"Bachmann, Michele",MN,6,2014,"Port-au-Prince, Haiti",Original,8/23/2014,8/26/2014,Congressional Coalition on Adoption Institute
500012589,Sarah Beaulieu,"Wilson, Joe",SC,2,2014,"Aiken, SC",Original,8/13/2014,8/15/2014,SRS Community Reuse Organization
500012589,Sarah Beaulieu,"Wilson, Joe",SC,2,2014,"Augusta, GA",Original,8/13/2014,8/15/2014,SRS Community Reuse Organization
500012589,Sarah Beaulieu,"Wilson, Joe",SC,2,2014,"North Augusta, SC",Original,8/13/2014,8/15/2014,SRS Community Reuse Organization
500012590,Janice Kaguyutan,"Engel, Eliot",NY,16,2014,"Rangoon, Burma",Original,8/15/2014,8/23/2014,Center for Strategic and International Studies Global Health Policy Center
500012591,David E. Price,"Price, David",NC,4,2014,"Istanbul, Turkey",Original,8/14/2014,8/20/2014,Aspen Institute
500012592,Jim Cooper,"Cooper, Jim",TN,5,2014,"Istanbul, Turkey",Original,8/14/2014,8/20/2014,Aspen Institute
500012594,Alexander J Hutkin,"Hartzler, Vicky",MO,4,2014,"Albany, NY",Original,8/19/2014,8/22/2014,Foundation for Rural Service
500012595,Aaron Schock,"Schock, Aaron",IL,18,2014,"New Delhi, India",Original,8/24/2014,8/29/2014,Global Poverty Project
500012596,Natalie Mamerow,"Kind, Ron",WI,3,2014,"Harpers Ferry, WV",Original,8/21/2014,8/21/2014,National Parks Conservation Association
500012597,Steven Feldgus,"DeFazio, Peter",OR,4,2014,"Anchorage, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012597,Steven Feldgus,"DeFazio, Peter",OR,4,2014,"Deadhorse, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012597,Steven Feldgus,"DeFazio, Peter",OR,4,2014,"Galbraith Lake, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012597,Steven Feldgus,"DeFazio, Peter",OR,4,2014,"Valdez, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012598,Kerry A. Kinirons,"McCaul, Michael",TX,10,2014,"Stanford, CA",Original,8/18/2014,8/24/2014,Standford University
500012599,Ashley Baker,"Veasey, Marc",TX,33,2014,"Albany, NY",Original,8/19/2014,8/22/2014,Foundation for Rural Service
500012600,John Ohly,"Upton, Fred",MI,6,2014,"Stanford, CA",Original,8/18/2014,8/21/2014,Stanford University
500012601,Jessica Wilkerson,"Upton, Fred",MI,6,2014,"Stanford, CA",Original,8/18/2014,8/21/2014,Stanford University
500012602,Shaun West,"Thompson, Bennie",MS,2,2014,"Stanford, CA",Original,8/17/2014,8/21/2014,Stanford University
500012604,Katharine MacGregor,"Hastings, Doc",WA,4,2014,"Anchorage, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012604,Katharine MacGregor,"Hastings, Doc",WA,4,2014,"Deadhorse, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012604,Katharine MacGregor,"Hastings, Doc",WA,4,2014,"Galbraith Lake, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012604,Katharine MacGregor,"Hastings, Doc",WA,4,2014,"Valdez, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012605,Amanda Tharpe,"Hastings, Doc",WA,4,2014,"Anchorage, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012605,Amanda Tharpe,"Hastings, Doc",WA,4,2014,"Deadhorse, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012605,Amanda Tharpe,"Hastings, Doc",WA,4,2014,"Galbraith Lake, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012605,Amanda Tharpe,"Hastings, Doc",WA,4,2014,"Valdez, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Service Company
500012606,Sadaf Khan,"Sires, Albio",NJ,8,2014,"Atlanta, GA",Original,8/21/2014,8/22/2014,United Nations Foundation
500012607,Colin Swanson,"Reichert, David",WA,8,2014,"Atlanta, GA",Original,8/21/2014,8/22/2014,United Nations Foundation
500012608,Sara Nitz,"Bass, Karen",CA,37,2014,"Atlanta, GA",Original,8/21/2014,8/22/2014,United Nations Foundation
500012609,Genevieve Gorman,"Rooney, Thomas",FL,17,2014,"Atlanta, GA",Original,8/21/2014,8/22/2014,United Nations Foundation
500012610,Travis Joseph,"DeFazio, Peter",OR,4,2014,"Anchorage, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Company
500012610,Travis Joseph,"DeFazio, Peter",OR,4,2014,"Deadhorse, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Company
500012610,Travis Joseph,"DeFazio, Peter",OR,4,2014,"Galbraith Lake, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Company
500012610,Travis Joseph,"DeFazio, Peter",OR,4,2014,"Valdez, AK",Original,8/19/2014,8/22/2014,Alyeska Pipeline Company
500012611,Brett DeWitt,"McCaul, Michael",TX,10,2014,"Stanford, CA",Original,8/17/2014,8/21/2014,Stanford University
500012612,Thomas F. Corcoran,"Rogers, Mike",AL,3,2014,"Palo Alto, CA",Original,8/18/2014,8/21/2014,Stanford University
500012613,Moneshia Nicole Tisdale,"Thompson, Bennie",MS,2,2014,"Palo Alto, CA",Original,8/18/2014,8/21/2014,Stanford University
500012614,Arthur Tripp,"Scott, David",GA,13,2014,"Ames, IA",Original,8/11/2014,8/14/2014,"Iowa Renewable Fuels Association, National Biodiesel Foundation, ISU Bioeconomy Institute, Renewable"
500012614,Arthur Tripp,"Scott, David",GA,13,2014,"Blairstown, IA",Original,8/11/2014,8/14/2014,"Iowa Renewable Fuels Association, National Biodiesel Foundation, ISU Bioeconomy Institute, Renewable"
500012614,Arthur Tripp,"Scott, David",GA,13,2014,"Cedar Rapids, IA",Original,8/11/2014,8/14/2014,"Iowa Renewable Fuels Association, National Biodiesel Foundation, ISU Bioeconomy Institute, Renewable"
500012614,Arthur Tripp,"Scott, David",GA,13,2014,"Des Moines, IA",Original,8/11/2014,8/14/2014,"Iowa Renewable Fuels Association, National Biodiesel Foundation, ISU Bioeconomy Institute, Renewable"
500012614,Arthur Tripp,"Scott, David",GA,13,2014,"Dubuque, IA",Original,8/11/2014,8/14/2014,"Iowa Renewable Fuels Association, National Biodiesel Foundation, ISU Bioeconomy Institute, Renewable"
500012614,Arthur Tripp,"Scott, David",GA,13,2014,"Dyersville, IA",Original,8/11/2014,8/14/2014,"Iowa Renewable Fuels Association, National Biodiesel Foundation, ISU Bioeconomy Institute, Renewable"
500012614,Arthur Tripp,"Scott, David",GA,13,2014,"Farley, IA",Original,8/11/2014,8/14/2014,"Iowa Renewable Fuels Association, National Biodiesel Foundation, ISU Bioeconomy Institute, Renewable"
500012614,Arthur Tripp,"Scott, David",GA,13,2014,"Marshalltown, IA",Original,8/11/2014,8/14/2014,"Iowa Renewable Fuels Association, National Biodiesel Foundation, ISU Bioeconomy Institute, Renewable"
500012614,Arthur Tripp,"Scott, David",GA,13,2014,"Nevada, IA",Original,8/11/2014,8/14/2014,"Iowa Renewable Fuels Association, National Biodiesel Foundation, ISU Bioeconomy Institute, Renewable"
500012614,Arthur Tripp,"Scott, David",GA,13,2014,"Solon, IA",Original,8/11/2014,8/14/2014,"Iowa Renewable Fuels Association, National Biodiesel Foundation, ISU Bioeconomy Institute, Renewable"
500012620,Sarah Arkin,"Wasserman Schultz, Debbie",FL,23,2014,"Atlanta, GA",Original,8/21/2014,8/22/2014,United Nations Foundation
500012621,Arthur Tripp,"Scott, David",GA,13,2014,"Albany, NY",Original,8/19/2014,8/22/2014,Foundation for Rural Service
500012622,Gabe Neville,"Pitts, Joseph R.",PA,16,2014,"Royal Oak, MD",Original,8/29/2014,8/31/2014,Faith and Law
500012623,Alma Noemi Acosta Garcia,"Lujan Grisham, Michelle",NM,1,2014,"Union Bridge, MD",Original,9/5/2014,9/5/2014,Portland Cement Association and Lehigh Cement Company
500012624,Wyndee Parker,"Pelosi, Nancy",CA,12,2014,"Palo Alto, CA",Original,8/18/2014,8/21/2014,Stanford University
500012625,Raaed A. Haddad,"Huizenga, Bill",MI,2,2014,"Ankara, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012625,Raaed A. Haddad,"Huizenga, Bill",MI,2,2014,"Istanbul, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012625,Raaed A. Haddad,"Huizenga, Bill",MI,2,2014,"Izmir, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012626,Morley Peter Greene,"Turner, Michael",OH,10,2014,"Ankara, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012626,Morley Peter Greene,"Turner, Michael",OH,10,2014,"Istanbul, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012626,Morley Peter Greene,"Turner, Michael",OH,10,2014,"Izmir, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012629,Eric E. Bohl,"Hartzler, Vicky",MO,4,2014,"Royal Oak, MD",Original,8/29/2014,8/31/2014,Faith & Law
500012630,Dana Gartzke,"Fleming, John",LA,4,2014,"Royal Oak, MD",Original,8/30/2014,8/31/2014,Faith & Law
500012631,Amy K. Vitale,"Forbes, J. Randy",VA,4,2014,"Royal Oak, MD",Original,8/29/2014,8/31/2014,Faith & Law
500012632,Ashley Mushnick,"Deutch, Theodore",FL,22,2014,"Tel Aviv, Israel",Original,8/9/2014,8/17/2014,American Israel Education Foundation
500012633,Marliss McManus,"Huizenga, Bill",MI,2,2014,"Ankara, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012633,Marliss McManus,"Huizenga, Bill",MI,2,2014,"Istanbul, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012633,Marliss McManus,"Huizenga, Bill",MI,2,2014,"Izmir, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012634,Brandon Casey,"Neal, Richard",MA,1,2014,"Brussels, Belgium",Original,9/1/2014,9/6/2014,Bertelsmann Stiftung
500012635,Christopher L. Lawson,"Aderholt, Robert",AL,4,2014,"Royal Oak, MD",Original,8/29/2014,8/31/2014,Faith and Law
500012636,Darrell Doss,"Jackson Lee, Sheila",TX,18,2014,"Kamakura, Japan",Original,6/28/2014,7/5/2014,Japan Center for International Exchange
500012636,Darrell Doss,"Jackson Lee, Sheila",TX,18,2014,"Tokyo, Japan",Original,6/28/2014,7/5/2014,Japan Center for International Exchange
500012638,Joseph M. Lillis,"Long, Billy",MO,7,2014,"Albany, NY",Original,8/19/2014,8/22/2014,Foundation for Rural Service
500012639,Adam Magary,"Lamborn, Doug",CO,5,2014,"Royal Oak, MD",Original,8/29/2014,8/31/2014,Faith and Law
500012640,Mandy Gunasekara,"Latta, Robert",OH,5,2014,"Union Bridge, MD",Original,9/5/2014,9/5/2014,Portland Cement Association and Lehigh Cement
500012641,Summer Bravo,"Bachus, Spencer",AL,6,2014,"Union Bridge, MD",Original,9/5/2014,9/5/2014,Portland Cement Association and Lehigh Cement
500012642,Troy Nienberg,"Kildee, Daniel",MI,5,2014,"Ankara, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012642,Troy Nienberg,"Kildee, Daniel",MI,5,2014,"Istanbul, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012642,Troy Nienberg,"Kildee, Daniel",MI,5,2014,"Izmir, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012643,Danny K. Davis,"Davis, Danny",IL,7,2014,"Midwest City, OK",Original,9/3/2014,9/4/2014,"National Association of Blacks in Criminal Justice, Oklahoma Chapter"
500012644,Lara Driscoe,"Wagner, Ann",MO,2,2014,"Philadelphia, PA",Original,8/18/2014,8/18/2014,Third Way
500012647,Theresa Paucar,"Gutierrez, Luis",IL,4,2014,"Ankara, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012647,Theresa Paucar,"Gutierrez, Luis",IL,4,2014,"Istanbul, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012647,Theresa Paucar,"Gutierrez, Luis",IL,4,2014,"Izmir, Turkey",Original,8/22/2014,8/30/2014,Turkic American Federation of Midwest
500012648,Michael Glazer,"Thompson, Glenn",PA,5,2014,"Oklahoma City, OK",Original,8/4/2014,8/6/2014,American Exploration and Production Council
500012651,Michael Dunlap,"Lucas, Frank",OK,3,2014,"Brussels, Belgium",Original,9/1/2014,9/6/2014,Bertelsmann Stiftung
500012652,"John Conyers, Jr.","Conyers, John",MI,13,2014,"Pittsburgh, PA",Original,9/6/2014,9/6/2014,The Not Working Project
500012653,Melissa Kiedrowicz,"Sanchez, Linda",CA,38,2014,"Brussels, Belgium",Original,9/1/2014,9/6/2014,Bertelsmann Stiftung; Bertelsmann Foundation
500012654,Mitchell Vakerics,"Ellmers, Renee L.",NC,2,2014,"Royal Oak, MD",Original,8/29/2014,8/31/2014,Faith & Law
500012655,Lauren Dudley,"Norton, Eleanor",DC,0,2014,"Union Bridge, MD",Original,9/5/2014,9/5/2014,Portland Cement Association and Lehigh Cement Company
500012656,Scott Hinkle,"Vargas, Juan",CA,51,2014,"Warrenton,VA",Original,9/13/2014,9/14/2014,Partnership for a Secure America; Carnegie Corporation of New York
500012657,Ryan Propis,"Yoho, Ted",FL,3,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,Partnership for a Secure America; Carnegie Corporation of New York
500012658,Teresa Acuna,"Negrete McLeod, Gloria",CA,35,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,Partnership for a Secure America and Carnegie Foundation
500012659,Piper Crowell,"Huffman, Jared",CA,2,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,Partnership for a Secure America and the Carnegie Corporation
500012660,Cornelius Queen,"Van Hollen, Chris",MD,8,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,Partnership for a Secure America and the Carnegie Corporation of New York
500012663,Kinney Christopher Schepis,"Thompson, Bennie",MS,2,2014,"Brussels, Belgium",Original,8/31/2014,9/6/2014,Bertelsmann Stiftung
500012665,Ashley Rose,"Farenthold, Blake",TX,27,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,"Partnership for a Secure America, and Carnegie Corporation of New York"
500012666,Jason Attermann,"Deutch, Theodore",FL,22,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,"Partnership for a Secure America, and Carnegie Corporation of New York"
500012667,Jacquelynn Ripke,"Rogers, Harold",KY,5,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,"Partnership for a Secure America, and Carnegie Corporation of New York"
500012668,McKenzie Clark,"Capito, Shelley Moore",WV,2,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,"Partnership for a Secure America, and Carnegie Corporation of New York"
500012671,Jim McDermott,"McDermott, Jim",WA,7,2014,"Istanbul, Turkey",Original,8/28/2014,9/1/2014,"Peace Research Institute, OSLO"
500012672,Barbara Lee,"Lee, Barbara",CA,13,2014,"Little Rock, AR",Original,9/13/2014,9/14/2014,New Millennium Church
500012673,Jack Kingston,"Kingston, Jack",GA,1,2014,"Los Angeles, CA",Original,9/19/2014,9/20/2014,Maher Live Inc. (Real Time with Bill Maher)
500012674,Randy Kutz,"Franks, Trent",AZ,8,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,Partnership for a Secure America
500012675,Rob Bishop,"Bishop, Rob",UT,1,2014,"Bethlehem, PA",Original,9/13/2014,9/14/2014,"U.S. Association of Former Members of Congress, Stiftung Atlantik - Brucke, Heinrich Boll Foundation"
500012677,Moira Ellen Bergin,"Thompson, Bennie",MS,2,2014,"Brussels, Belgium",Original,9/1/2014,9/6/2014,Bertelsmann Stiftung
500012678,David Redl,"Upton, Fred",MI,6,2014,"Las Vegas, NV",Original,9/9/2014,9/11/2014,CTIA and CCA
500012679,Charles W. Dent,"Dent, Charles",PA,15,2014,"Allentown, PA",Original,9/13/2014,9/16/2014,"U.S. Association of Former Members of Congress, Stiftung Atlantik-Bruecke, Heinrich Boll Foundation."
500012679,Charles W. Dent,"Dent, Charles",PA,15,2014,"Bethlehem, PA",Original,9/13/2014,9/16/2014,"U.S. Association of Former Members of Congress, Stiftung Atlantik-Bruecke, Heinrich Boll Foundation."
500012679,Charles W. Dent,"Dent, Charles",PA,15,2014,"Harrisburg, PA",Original,9/13/2014,9/16/2014,"U.S. Association of Former Members of Congress, Stiftung Atlantik-Bruecke, Heinrich Boll Foundation."
500012680,Brett DeWitt,"McCaul, Michael",TX,10,2014,"Brussels, Belgium",Original,9/1/2014,9/6/2014,Bertelsmann Foundation
500012681,Ryan Steyer,"Kaptur, Marcy",OH,9,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,Partnership for a Secure America
500012682,Phil Gingrey,"Gingrey, Phil",GA,11,2014,"Bethlehem, PA",Original,9/13/2014,9/15/2014,U.S. Association of Former Members of Congress
500012689,Jason Frye,"Bachmann, Michele",MN,6,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,Partnership for a Secure America; Carnegie Corporation of New York
500012690,Jose Bautista,"Royce, Edward",CA,39,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,Partnership for a Secure America; Carnegie Corporation of New York
500012691,Steve King,"King, Steve",IA,4,2014,"St. Louis, MO",Original,9/19/2014,9/20/2014,Eagle Forum
500012692,Eric Swalwell,"Swalwell, Eric",CA,15,2014,"Las Vegas, NV",Original,9/14/2014,9/14/2014,"Concero Group, LLC"
500012693,Janice Hahn,"Hahn, Janice",CA,44,2014,"Guatemala City, Guatemala",Original,8/20/2014,8/23/2014,International Foundation
500012694,Annette McDonald,"Hahn, Janice",CA,44,2014,"Guatemala City, Guatemala",Original,8/20/2014,8/23/2014,International Foundation
500012695,Ashley Rose,"Farenthold, Blake",TX,27,2014,"Warrenton, VA",Amendment,9/13/2014,9/14/2014,Partnership for a Secure America; Carnegie Corporation of New York
500012696,Katherina Dimenstein,"Schweikert, David",AZ,6,2014,"Warrenton, VA",Original,9/13/2014,9/14/2014,Partnership for a Secure America; Carnegie Corporation of New York
500012697,Justin Oswald,"Meng, Grace",NY,6,2014,"Philadelphia, PA",Original,8/18/2014,8/18/2014,Third Way
500012698,Brandon Eden,"McCarthy, Kevin",CA,23,2014,"Palo Alto, CA",Original,8/18/2014,8/21/2014,Stanford University
500012699,Michele Bachmann,"Bachmann, Michele",MN,6,2014,"St. Louis, MO",Original,9/19/2014,9/20/2014,Eagle Forum
500012700,Lauren Rogan,"Miller, Jeff",FL,1,2014,"Orlando, FL",Original,9/17/2014,9/20/2014,"National Organization of Veterans' Advocates, Inc."
500012701,Cyrus Artz,"Foxx, Virginia",NC,5,2014,"Lexington, VA",Original,9/11/2014,9/12/2014,The Heritage Foundation
500012702,Alexa Marrero,"Upton, Fred",MI,6,2014,"Seattle, WA",Original,9/22/2014,9/24/2014,Information Technology and Innovation Foundation
500012703,Ricky Le,"Swalwell, Eric",CA,15,2014,"Austin, TX",Original,9/25/2014,9/27/2014,ACT The App Association
500012704,Norberto Salinas,"Conyers, John",MI,13,2014,"Austin, TX",Original,9/25/2014,9/27/2014,"ACT, The App Association"
500012705,Norberto Salinas,"Conyers, John",MI,13,2014,"Seattle, WA",Original,9/22/2014,9/24/2014,The Information Technology and Innovation Foundation
500012706,Earl Blumenauer,"Blumenauer, Earl",OR,3,2014,"Minneapolis, MN",Original,9/21/2014,9/24/2014,Rail-Volution
500012707,Melinda Walker,"Haas, Karen",,,2014,"Dallas, TX",Original,9/26/2014,9/27/2014,"Nelson Reporting, Inc. dba EFS Seminars"
500012708,Juan Hinojosa,"Quigley, Mike",IL,5,2014,"Seattle, WA",Original,9/22/2014,9/24/2014,The Information Technology & Innovation Foundation
500012709,Edward H. Johnson,"Haas, Karen",,,2014,"Ann Arbor, MI",Original,9/26/2014,9/27/2014,Michigan Association of Professional Court Reporters
500012710,Austin Carson,"Farenthold, Blake",TX,27,2014,"Austin, TX",Original,9/25/2014,9/27/2014,ACT The App Association
500012711,Kelly Broughan,"Miller, George",CA,11,2014,"Visalia, CA",Original,9/24/2014,9/26/2014,Alliance for Excellent Education
500012712,Kristeen Witt,"Camp, Dave",MI,4,2014,"San Francisco, CA",Original,9/21/2014,9/24/2014,Practising Law Institute
500012713,Jaclyn Louis,"Marino, Tom",PA,10,2014,"Seattle, WA",Original,9/21/2014,9/24/2014,The Information Technology and Innovation Foundation
500012714,Ryan Martin,"Camp, Dave",MI,4,2014,"Boston, MA",Original,9/28/2014,9/29/2014,The Bridgespan Group
500012715,Josh Trent,"Upton, Fred",MI,6,2014,"Manchester, NH",Original,9/21/2014,9/23/2014,Committee For A Responsible Federal Budget
500012716,Barbara Lee,"Lee, Barbara",CA,13,2014,"Las Vegas, NV",Original,9/23/2014,9/24/2014,California Nurses Association / National Nurses Organizing Committee
500012717,Vishal Amin,"Goodlatte, Bob",VA,6,2014,"Austin, TX",Original,9/25/2014,9/27/2014,ACT The App Association
500012718,Jennifer Lamb,"DeLauro, Rosa",CT,3,2014,"Anomabo, Ghana",Original,9/12/2014,9/20/2014,Chandler B. Saint
500012723,Shelley H. Husband,"Goodlatte, Bob",VA,6,2014,"Seattle, WA",Original,9/22/2014,9/24/2014,The Information Technology & Innovation Foundation (ITIF)
500012724,Alexander Manning,"McCaul, Michael",TX,10,2014,"Seattle, WA",Original,9/22/2014,9/24/2014,Information Technology & Innovation Foundation
500012725,Rosemary Lahasky,"Kline, John",MN,2,2014,"Porterville, CA",Original,9/24/2014,9/26/2014,Alliance for Excellent Education
500012726,Melissa Froelich,"Upton, Fred",MI,6,2014,"Austin, TX",Original,9/25/2014,9/26/2014,"ACT, The App Association"
500012727,Michael Bahar,"Ruppersberger, C.",MD,2,2014,"Provo, UT",Original,9/25/2014,9/26/2014,BYU Law School
500012728,Katherine Haley,"Boehner, John A.",OH,8,2014,"Fresno, CA",Original,9/24/2014,9/26/2014,Alliance for Excellent Education
500012729,Slade Bond,"Conyers, John",MI,13,2014,"Austin, TX",Original,9/25/2014,9/27/2014,ACT The App Association
500012730,Troy D. Stock,"Chaffetz, Jason",UT,3,2014,"Austin, TX",Original,9/25/2014,9/27/2014,"ACT, The App Association"
500012731,Troy D. Stock,"Chaffetz, Jason",UT,3,2014,"Seattle, WA",Original,9/22/2014,9/24/2014,Information Technology & Innovation Foundation
500012732,Brian C. Johnson,"Hensarling, Jeb",TX,5,2014,"Columbus, OH",Original,10/2/2014,10/3/2014,Bricker and Eckler LLP
500012733,Joel David Grossman,"Eshoo, Anna",CA,18,2014,"Dallas, TX",Original,10/7/2014,10/8/2014,COMPTEL
500012734,Michele Bachmann,"Bachmann, Michele",MN,6,2014,"Santa Barbara, CA",Original,10/10/2014,10/11/2014,Clare Boothe Luce Policy Institute
500012735,Alma Acosta Garcia,"Lujan Grisham, Michelle",NM,1,2014,"White Hall, MD",Original,10/9/2014,10/9/2014,PCIA - The Wireless Infrastructure Association
500012737,Kelsey Guyselman,"Upton, Fred",MI,6,2014,"Dallas, TX",Original,10/7/2014,10/8/2014,COMPTEL
500012738,Renee Munasifi,"Noem, Kristi",SD,0,2014,"White Hall, MD",Original,10/9/2014,10/9/2014,The Wireless Infrastructure Association (PCIA)
500012739,James P. McGovern,"McGovern, James",MA,2,2014,"New York, NY",Original,10/16/2014,10/17/2014,Columbia University
500012740,John Freebairn,"Williams, Roger",TX,25,2014,"Seattle, WA",Original,9/22/2014,9/24/2014,Information Technology and Innovation Foundation
500012745,Eamonn Collins,"Miller, George",CA,11,2014,"Atlanta, GA",Original,10/14/2014,10/16/2014,"Postsecondary National Policy Institute (PNPI), New America"
500012746,Rich Williams,"Miller, George",CA,11,2014,"Atlanta, GA",Original,10/14/2014,10/16/2014,"Postsecondary National Policy Institute (PNPI), New America"
500012747,Shawn H. Chang,"Waxman, Henry A.",CA,33,2014,"Dallas, TX",Original,10/7/2014,10/8/2014,COMPTEL
500012748,"John F. Miller, Jr.","Shuster, Bill",PA,9,2014,"Houston, TX",Original,10/12/2014,10/14/2014,American Public Transportation Association (APTA)
500012749,Miguel Mendoza,"Diaz-Balart, Mario",FL,25,2014,"Dar es Salaam, Tanzania",Original,10/12/2014,10/20/2014,Infectious Diseases Society of America Education and Research Foundation
500012749,Miguel Mendoza,"Diaz-Balart, Mario",FL,25,2014,"Mbeya, Tanzania",Original,10/12/2014,10/20/2014,Infectious Diseases Society of America Education and Research Foundation
500012749,Miguel Mendoza,"Diaz-Balart, Mario",FL,25,2014,"Zanzibar, Tanzania",Original,10/12/2014,10/20/2014,Infectious Diseases Society of America Education and Research Foundation
500012750,Jennifer Choudhry,"Collins, Doug",GA,9,2014,"Brussels, Belgium",Original,10/5/2014,10/9/2014,The Global Women's Innovation Network
500012751,Alexa Marrero,"Upton, Fred",MI,6,2014,"Brussels, Belgium",Original,10/5/2014,10/9/2014,The Global Women's Innovation Network (GlobalWin)
500012752,Diana DeGette,"DeGette, Diana",CO,1,2014,"Boston, MA",Original,9/11/2014,9/12/2014,The Conference Forum
500012753,Catherine Sadler,"Crenshaw, Ander",FL,4,2014,"Dar Es Salaam, Tanzania",Original,10/12/2014,10/20/2014,Infectious Diseases Society of America Education and Research Foundation
500012753,Catherine Sadler,"Crenshaw, Ander",FL,4,2014,"Mbeya, Tanzania",Original,10/12/2014,10/20/2014,Infectious Diseases Society of America Education and Research Foundation
500012753,Catherine Sadler,"Crenshaw, Ander",FL,4,2014,"Zanzibar, Tanzania",Original,10/12/2014,10/20/2014,Infectious Diseases Society of America Education and Research Foundation
500012754,Catherine Sadler,"Crenshaw, Ander",FL,4,2014,"Queenstown, MD",Original,10/21/2014,10/22/2014,Aspen Institute Congressional Program
500012755,Joel David Grossman,"Eshoo, Anna",CA,18,2014,"Los Angeles, CA",Original,10/12/2014,10/13/2014,Internet Corporation for Assigned Names and Numbers
500012756,George Miller,"Miller, George",CA,11,2014,"San Pedro, Honduras",Original,10/11/2014,10/15/2014,Solidarity Center
500012756,George Miller,"Miller, George",CA,11,2014,"Tegucigalpa, Honduras",Original,10/11/2014,10/15/2014,Solidarity Center
500012757,Barbara Lee,"Lee, Barbara",CA,13,2014,"Burbank, CA",Original,10/17/2014,10/18/2014,"Maher Live, Inc."
500012758,Barbara Lee,"Lee, Barbara",CA,13,2014,"Los Angeles, CA",Original,10/12/2014,10/13/2014,Interfaith Communities United for Justice and Peace
500012759,Emily Slack,"Kline, John",MN,2,2014,"Atlanta, GA",Original,10/14/2014,10/16/2014,"Postsecondary National Policy Institute, New America"
500012760,Brian Melnyk,"Kline, John",MN,2,2014,"Atlanta, GA",Original,10/14/2014,10/16/2014,"Postsecondary National Policy Institute, New America"
500012761,Andrew Brady,"Shuster, Bill",PA,9,2014,"Houston, TX",Original,10/12/2014,10/14/2014,American Public Transportation Association
500012762,Margaret McCarthy,"Waxman, Henry A.",CA,33,2014,"Los Angeles, CA",Original,10/12/2014,10/13/2014,Internet Corportation for Assigned Names and Numbers
500012763,Piero Tozzi,"Royce, Edward",CA,39,2014,"Dar Es Salaam, Tanzania",Original,10/12/2014,10/20/2014,Infectious Diseases Society of America Education and Research Foundation
500012763,Piero Tozzi,"Royce, Edward",CA,39,2014,"Mbeya, Tanzania",Original,10/12/2014,10/20/2014,Infectious Diseases Society of America Education and Research Foundation
500012763,Piero Tozzi,"Royce, Edward",CA,39,2014,"Zanzibar, Tanzania",Original,10/12/2014,10/20/2014,Infectious Diseases Society of America Education and Research Foundation
500012764,Mary Nowak,"Lucas, Frank",OK,3,2014,"Fort Lauderdale, FL",Original,10/20/2014,10/22/2014,Agriculture Institute of Florida Foundation
